"record_type","wp_id","title_or_slug","url","published","modified","content_chars","excerpt_chars","featured_media_id","source_taxonomy_ids","disposition","target_url","editorial_owner","verification_status","notes"
"product","1494","סידור כוונת הלב – דמוי עור","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%94%d7%9c%d7%91-%d7%93%d7%9e%d7%95%d7%99-%d7%a2%d7%95%d7%a8/","2020-04-29T12:49:20","2020-05-03T23:17:58","0","93","1497","cat:1400|tag:1570|tag:1540","","","","not reviewed",""
"product","1484","סידור כוונת הלב – כריכת סקאי","https://holypearl.co.il/product/%d7%a1%d7%99%d7%93%d7%95%d7%a8-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%94%d7%9c%d7%91-%d7%9b%d7%a8%d7%99%d7%9b%d7%aa-%d7%a1%d7%a7%d7%90%d7%99/","2020-04-29T12:48:44","2022-06-21T15:26:26","0","153","1485","cat:1400|tag:1570|tag:1540","","","","not reviewed",""
"product","1452","תפילין","https://holypearl.co.il/product/%d7%aa%d7%a4%d7%99%d7%9c%d7%99%d7%9f/","2020-04-28T20:55:04","2024-04-05T14:18:42","119","95","1453","cat:1566|cat:1379","","","","not reviewed",""
"product","1446","חמסה בשילוב עץ רימונים נתלה","https://holypearl.co.il/product/%d7%97%d7%9e%d7%a1%d7%94-%d7%91%d7%a9%d7%99%d7%9c%d7%95%d7%91-%d7%a2%d7%a5-%d7%a8%d7%99%d7%9e%d7%95%d7%a0%d7%99%d7%9d-%d7%a0%d7%aa%d7%9c%d7%94/","2020-04-28T20:51:32","2020-05-07T19:47:40","0","0","1427","cat:1556|cat:1562|cat:1447|tag:1563|tag:1565|tag:1564","","","","not reviewed",""
"product","1442","חמסה אמייל חמסה קטנה בתוכה","https://holypearl.co.il/product/%d7%97%d7%9e%d7%a1%d7%94-%d7%90%d7%9e%d7%99%d7%99%d7%9c-%d7%97%d7%9e%d7%a1%d7%94-%d7%a7%d7%98%d7%a0%d7%94-%d7%91%d7%aa%d7%95%d7%9b%d7%94/","2020-04-28T20:47:53","2020-05-03T22:52:48","0","0","1431","cat:1556|cat:1562|cat:1447|tag:1563|tag:1565|tag:1564","","","","not reviewed",""
"product","1438","חמסה מעוצבת עם אבני חושן","https://holypearl.co.il/product/%d7%97%d7%9e%d7%a1%d7%94-%d7%9e%d7%a2%d7%95%d7%a6%d7%91%d7%aa-%d7%a2%d7%9d-%d7%90%d7%91%d7%a0%d7%99-%d7%97%d7%95%d7%a9%d7%9f/","2020-04-28T20:44:19","2020-05-03T22:52:34","0","0","1428","cat:1556|cat:1562|cat:1447|tag:1563|tag:1565|tag:1564","","","","not reviewed",""
"product","1424","חמסה לתלייה מעוצבת","https://holypearl.co.il/product/%d7%97%d7%9e%d7%a1%d7%94-%d7%9c%d7%aa%d7%9c%d7%99%d7%99%d7%94-%d7%90%d7%9e%d7%99%d7%99%d7%9c/","2020-04-28T20:44:03","2020-05-03T22:51:20","0","0","1425","cat:1556|cat:1562|cat:1447|tag:1563|tag:1565|tag:1564","","","","not reviewed",""
"product","1404","סטנדר עץ טבעי חיתוך לייזר","https://holypearl.co.il/product/%d7%a1%d7%98%d7%a0%d7%93%d7%a8-%d7%a2%d7%a5-%d7%98%d7%91%d7%a2%d7%99-%d7%97%d7%99%d7%aa%d7%95%d7%9a-%d7%9c%d7%99%d7%99%d7%96%d7%a8/","2020-04-28T19:56:11","2020-05-03T22:49:21","19","52","1402","cat:1554|tag:1555","","","","not reviewed",""
"product","1400","סטנדר שער וילנא תחרה לבנה","https://holypearl.co.il/product/%d7%a1%d7%98%d7%a0%d7%93%d7%a8-%d7%a9%d7%a2%d7%a8-%d7%95%d7%99%d7%9c%d7%a0%d7%90-%d7%aa%d7%97%d7%a8%d7%94-%d7%9c%d7%91%d7%a0%d7%94/","2020-04-28T19:55:58","2020-05-10T12:44:08","19","52","1401","cat:1566|cat:1554|tag:1555","","","","not reviewed",""
"product","1398","מזוזה משולבת ברכות","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%9e%d7%a9%d7%95%d7%9c%d7%91%d7%aa-%d7%91%d7%a8%d7%9b%d7%95%d7%aa/","2020-04-28T19:48:56","2020-05-03T22:12:43","0","51","1394","cat:1549|tag:1545|tag:1553","","","","not reviewed",""
"product","1396","מזוזה מפתח פרנסה","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%9e%d7%a4%d7%aa%d7%97-%d7%a4%d7%a8%d7%a0%d7%a1%d7%94/","2020-04-28T19:47:34","2020-05-03T22:16:32","0","51","1393","cat:1549|tag:1545|tag:1553","","","","not reviewed",""
"product","1391","מזוזה פסים שחורים אפורים","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%a1%d7%99%d7%9d-%d7%a9%d7%97%d7%95%d7%a8%d7%99%d7%9d-%d7%90%d7%a4%d7%95%d7%a8%d7%99%d7%9d/","2020-04-28T19:39:14","2020-05-03T22:21:45","52","14","1392","cat:1549|tag:1545|tag:1553","","","","not reviewed",""
"product","1389","מזוזה חלקה","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%97%d7%9c%d7%a7%d7%94/","2020-04-28T19:37:13","2020-05-03T22:10:30","0","51","1369","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1386","מזוזה פולי מבריק","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%9e%d7%91%d7%a8%d7%99%d7%a7/","2020-04-28T19:34:42","2020-05-03T22:10:45","0","51","1368","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1384","מזוזה פולי אבנים","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%90%d7%91%d7%a0%d7%99%d7%9d/","2020-04-28T19:34:00","2020-05-03T22:17:40","0","51","1367","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1382","מזוזה פולי אבנים חומות","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%90%d7%91%d7%a0%d7%99%d7%9d-%d7%97%d7%95%d7%9e%d7%95%d7%aa/","2020-04-28T19:33:06","2020-05-03T22:08:10","0","51","1365","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1380","מזוזה פולי פרח","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%a4%d7%a8%d7%97/","2020-04-28T19:30:57","2020-05-03T22:18:08","0","51","1362","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1375","טלית מהודרת","https://holypearl.co.il/product/%d7%98%d7%9c%d7%99%d7%aa-%d7%9e%d7%94%d7%95%d7%93%d7%a8%d7%aa/","2020-04-28T19:29:28","2023-11-29T11:15:11","0","14","1340","cat:1395","","","","not reviewed",""
"product","1374","מזוזה פולי חומות ירושלים","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%97%d7%95%d7%9e%d7%95%d7%aa-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d/","2020-04-28T19:28:25","2020-05-03T22:17:58","0","51","1361","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1372","בית מזוזה סגנון עתיק","https://holypearl.co.il/product/%d7%91%d7%99%d7%aa-%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a1%d7%92%d7%a0%d7%95%d7%9f-%d7%a2%d7%aa%d7%99%d7%a7/","2020-04-28T19:24:16","2020-05-03T22:06:19","0","51","1360","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1358","מזוזה עם עיטורים חריטה","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%94-%d7%a2%d7%9d-%d7%a2%d7%99%d7%98%d7%95%d7%a8%d7%99%d7%9d-%d7%97%d7%a8%d7%99%d7%98%d7%94/","2020-04-28T19:22:03","2020-05-03T22:17:51","0","51","1359","cat:1549|tag:1547|tag:1545|tag:1548","","","","not reviewed",""
"product","1353","מזוזת זכוכית מעוצבת","https://holypearl.co.il/product/%d7%9e%d7%96%d7%95%d7%96%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9e%d7%a2%d7%95%d7%a6%d7%91%d7%aa/","2020-04-28T18:57:13","2020-05-03T22:03:02","0","52","1354","cat:1549|tag:1545|tag:1442|tag:1546","","","","not reviewed",""
"product","1338","ערכה למתחתן","https://holypearl.co.il/product/%d7%a2%d7%a8%d7%9b%d7%94-%d7%9c%d7%9e%d7%aa%d7%97%d7%aa%d7%9f/","2020-04-28T18:47:42","2020-05-03T21:24:07","0","171","1342","cat:1536|tag:1541|tag:1542|tag:1543","","","","not reviewed",""
"product","1315","ערכת בר מצווה","https://holypearl.co.il/product/%d7%a2%d7%a8%d7%9b%d7%aa-%d7%91%d7%a8-%d7%9e%d7%a6%d7%95%d7%95%d7%94/","2020-04-27T18:25:23","2020-10-18T16:51:45","0","165","1316","cat:1536|tag:1537|tag:1539|tag:1441|tag:1540|tag:1538","","","","not reviewed",""
"product","1309","תחתיות לסיר","https://holypearl.co.il/product/%d7%aa%d7%97%d7%aa%d7%99%d7%95%d7%aa-%d7%9c%d7%a1%d7%99%d7%a8/","2020-04-27T18:16:44","2020-05-03T21:15:57","0","27","1310","cat:1535","","","","not reviewed",""
"product","1307","קופות צדקה פולי עץ ריבוע","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%a2%d7%a5-%d7%a8%d7%99%d7%91%d7%95%d7%a2/","2020-04-27T18:07:35","2020-05-03T21:13:02","0","0","1295","cat:1530|tag:1532","","","","not reviewed",""
"product","1305","קופות צדקה פולי עץ משושה","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%a2%d7%a5-%d7%9e%d7%a9%d7%95%d7%a9%d7%94/","2020-04-27T18:05:15","2020-05-03T21:12:30","0","0","1294","cat:1530|tag:1532","","","","not reviewed",""
"product","1303","קופות צדקה פולי עץ לבן ריבוע","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%a2%d7%a5-%d7%9c%d7%91%d7%9f-%d7%a8%d7%99%d7%91%d7%95%d7%a2/","2020-04-27T18:03:36","2022-06-21T15:30:50","0","0","1293","cat:1530|tag:1532","","","","not reviewed",""
"product","1301","קופות צדקה פולי עץ לבן משושה","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%a2%d7%a5-%d7%9c%d7%91%d7%9f-%d7%9e%d7%a9%d7%95%d7%a9%d7%94/","2020-04-27T18:02:16","2022-06-21T15:30:18","0","0","1292","cat:1530|tag:1532","","","","not reviewed",""
"product","1299","קופות צדקה פולי זכוכית משושה","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9e%d7%a9%d7%95%d7%a9%d7%94/","2020-04-27T18:01:17","2020-05-03T21:09:19","0","0","1291","cat:1530|tag:1532","","","","not reviewed",""
"product","1297","קופות צדקה פולי זכוכית מעוטר","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9e%d7%a2%d7%95%d7%98%d7%a8/","2020-04-27T17:59:39","2020-05-03T21:08:22","0","0","1290","cat:1530|tag:1532","","","","not reviewed",""
"product","1288","קופות צדקה פולי זכוכית","https://holypearl.co.il/product/%d7%a7%d7%95%d7%a4%d7%95%d7%aa-%d7%a6%d7%93%d7%a7%d7%94-%d7%a4%d7%95%d7%9c%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa/","2020-04-27T17:59:28","2020-05-03T21:07:54","0","0","1289","cat:1530","","","","not reviewed",""
"product","1270","פמוטים בצורת כדור","https://holypearl.co.il/product/%d7%a4%d7%9e%d7%95%d7%98%d7%99%d7%9d-%d7%91%d7%a6%d7%95%d7%a8%d7%aa-%d7%9b%d7%93%d7%95%d7%a8/","2020-04-27T17:44:58","2020-05-07T19:36:07","0","85","1265","cat:1567|tag:1526|tag:1516","","","","not reviewed",""
"product","1262","פמוטים בצורת חבית","https://holypearl.co.il/product/%d7%a4%d7%9e%d7%95%d7%98%d7%99%d7%9d-%d7%91%d7%a6%d7%95%d7%a8%d7%aa-%d7%97%d7%91%d7%99%d7%aa/","2020-04-27T17:44:33","2020-05-07T19:35:54","0","14","1263","cat:1567|tag:1526|tag:1525|tag:1516","","","","not reviewed",""
"product","1258","נטלה רימונים","https://holypearl.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%a8%d7%99%d7%9e%d7%95%d7%a0%d7%99%d7%9d/","2020-04-27T17:20:37","2020-05-03T21:00:26","0","0","1242","cat:1447|cat:1629|tag:1522|tag:1521","","","","not reviewed",""
"product","1254","נטלה ירושלים לבן","https://holypearl.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%9c%d7%91%d7%9f/","2020-04-27T17:17:14","2020-05-07T19:54:10","0","0","1240","cat:1447|cat:1629|tag:1522|tag:1521","","","","not reviewed",""
"product","1250","נטלה חבלים","https://holypearl.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%97%d7%91%d7%9c%d7%99%d7%9d/","2020-04-27T17:15:31","2020-05-03T20:57:47","0","0","1237","cat:1629|tag:1522|tag:1521","","","","not reviewed",""
"product","1246","נטלה בשילוב שברי זכוכית","https://holypearl.co.il/product/%d7%a0%d7%98%d7%9c%d7%94-%d7%91%d7%a9%d7%99%d7%9c%d7%95%d7%91-%d7%a9%d7%91%d7%a8%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa/","2020-04-27T17:12:59","2020-05-03T20:58:15","0","0","1233","cat:1447|cat:1629|tag:1522|tag:1521","","","","not reviewed",""
